S/N,Code,Description,Table,Classification
277,SF807P,"PANCREAS, VARIOUS LESIONS, DISTAL PANCREATECTOMY/ANASTOMOSIS OF PANCREATIC DUCT",5C,Existing
278,SF808P,"PANCREAS, VARIOUS LESIONS, EXTERNAL DRAINAGE (OPEN)",3B,Existing
279,SF809P,"PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY",7C,Existing
280,SF810P,"PHARYNX/LARYNX, PARAPHARYNGEAL SPACE TUMOR EXCISION",6A,Existing
281,SF811P,"PAROTID, CALCULUS (DEEP), REMOVAL",3A,Existing
282,SF812P,"PAROTID, CALCULUS (SUPERFICIAL), REMOVAL",1C,Existing
283,SF813P,"PAROTID, FISTULA, REPAIR",3A,Existing
284,SF814P,"PAROTID, TUMOR, SUPERFICIAL PAROTIDECTOMY",5C,Existing
285,SF815P,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH PARAPHARYNGEAL SPACE RESECTION AND FLAP RECONSTRUCTION",7B,Existing
286,SF816P,"PAROTID, TUMOUR, TOTAL PAROTIDECTOMY WITH RECONSTRUCTION FACIAL NERVE",6B,Existing
287,SF817P,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH RADICAL NECK DISSECTION",6B,Existing
288,SF700R,"RECTUM, PERINEAL RECTOSIGMOIDECTOMY FOR
RECTAL PROLAPSE",5C,Existing
289,SF701R,"RECTUM, RESECTION - RECTOPEXY FOR RECTAL PROLAPSE",5C,Descriptor change
290,SF702R,"RECTUM, STARR - STAPLED HEMORROIDECTOMY",3A,Existing
291,SF703R,"RECTUM, ULTRA-LOW ANTERIOR RESECTION (TOTAL
MESORECTAL EXCISION) WITH/WITHOUT PLND",6C,Existing
292,SF800R,"RECTUM, FOREIGN BODY, MANUAL REMOVAL",MSP,Existing
293,SF801R,"RECTUM, HIRSCHSPRUNG'S DISEASE, ANAL SPHINCTEROTOMY",2C,Existing
294,SF802R,"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTAL MYECTOMY",3B,Existing
295,SF803R,"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTO- SIGMOIDECTOMY",5C,Existing
296,SF804R,"RECTUM, STRICTURE, LASER TREATMENT",1C,Existing
297,SF805R,"RECTUM, TUMOR, ANTERIOR RESECTION/ABDOMINO- PERINEAL RESECTION WITH SALPINGO-OOPHORECTOMY AND TOTAL HYSTERECTOMY",6C,Existing
298,SF806R,"RECTUM, TUMOR, LASER VAPORISATION/ENDOSCOPIC FULGURATION",2C,Existing
299,SF807R,"RECTUM, VARIOUS LESIONS, ABDOMINO-PERINEAL PULL THROUGH RESECTION WITH COLO-ANAL ANASTOMOSIS",6B,Existing
300,SF808R,"RECTUM, VARIOUS LESIONS, HARTMANN'S PROCEDURE",5C,Existing
301,SF809R,"RECTUM, VARIOUS LESIONS, TRANSANAL REMOVAL WITH
BIOPSY",4A,Existing
302,SF700S,SACRAL NERVE STIMULATION,4B,Existing
303,SF701S,"STOMACH, GASTROESOPHAGEAL REFLUX, FUNDOPLICATION, WITH/WITHOUT GASTROTOMY",5C,Descriptor change
304,SF702S,"STOMACH, OBESITY, GASTRIC BANDING (MIS)",5C,Existing
305,SF703S,"STOMACH, OBESITY, SLEEVE GASTRECTOMY",5B,"Descriptor
change"
306,SF704S,"STOMACH, VARIOUS LESIONS, PERCUTANEOUS GASTROSTOMY/ JEJUNOSTOMY INSERTION (WITH OR
WITHOUT IMAGE GUIDANCE)",3A,Descriptor change
307,SF705S,"STOMACH, PARTIAL/SUBTOTAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES",5C,Existing
308,SF706S,"STOMACH, VARIOUS LESIONS, TOTAL/PROXIMAL GASTRECTOMY WITH/WITHOUT SPLENECTOMY",6B,Existing
309,SF707S,"STOMACH, WEDGE RESECTION/STOMACH FOR BENIGN GASTRIC DISEASES",4A,Existing
310,SF708S,"STOMACH, PYLOROMYOTOMY, MIS",3A,Existing
311,SF709S,"STOMACH, TUMOUR, SUBTOTAL GASTRECTOMY AND RADICAL LYMPHADENECTOMY",6B,Existing
312,SF710S,"STOMACH, TUMOUR, TOTAL GASTRECTOMY AND RADICAL LYMPHADENECTOMY",6B,Existing
313,SF711S,"STOMACH, VARIOUS LESIONS, IMAGING GUIDED
INSERTION OF NASO-GASTRIC TUBE/NASO-JEJUNAL TUBE",1C,Existing
314,SF712S,"STOMACH/DUODENUM, PERFORATED ULCER, REPAIR",4B,Descriptor change
315,SF713S,"STOMACH, OBESITY, BILIOPANCREATIC DIVERSION
WITH/WITHOUT DUODENAL SWITCH",5C,Existing
316,SF800S,"SACRUM & COCCYX, PILONIDAL SINUS/CYST, EXCISION WITH BIOPSY",2C,Existing
317,SF801S,"SACRUM & COCCYX, TUMOR, EXCISION WITH BIOPSY",6B,Existing
318,SF803S,"STOMACH, MORBID OBESITY, BYPASS ONLY",4A,Existing
319,SF804S,"STOMACH, MORBID OBESITY, REDUCTION AND BYPASS",5C,"Descriptor
change"
320,SF805S,"STOMACH, PYLORIC STENOSIS, PYLOROPLASTY",3B,Existing
321,SF806S,"STOMACH, PYLORIC TUMOR (INFANT), PYLOROPLASTY/PYLOROMYOTOMY",3A,Existing
322,SF807S,"STOMACH, TUMOR OF CARDIA, ENDOSCOPIC YAG LASER SURGERY/VAPORISATION",3B,Existing
323,SF808S,"STOMACH, TUMOR/ULCER, GASTROJEJUNOSTOMY",4A,Existing
324,SF809S,"STOMACH, ULCERS, VAGOTOMY - ALL TYPES",5C,Descriptor change
325,SF810S,"STOMACH, VARIOUS LESIONS, PARTIAL/SUBTOTAL GASTRECTOMY",5C,Existing
326,SF811S,"STOMACH, VARIOUS LESIONS/POST-GASTRECTOMY COMPLICATIONS, REVISION GASTRECTOMY",5C,Existing
327,SF812S,"STOMACH, TOTAL/PROXIMAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES",6B,Existing
328,SF813S,"STOMACH, VARIOUS LESIONS, WEDGE RESECTION",4A,Existing
329,SF814S,"STOMACH, VARIOUS LESIONS, PERCUATNEOUS GASTROSTOMY/JEJUNOSTOMY CHANGE (WITH OR
WITHOUT IMAGE GUIDANCE)",1A,New
330,SF701T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE",1C,Existing
331,SF702T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE AND BONDING FOR TRACTION AND
ASSISTED ERUPTION",2C,Existing
332,SF703T,"TEETH (2 OR MORE) UNERUPTED/PARTIALLY
ERUPTED/IMPACTED, SURGICAL EXPOSURE",2B,Existing
333,SF704T,"TEETH (2 TO 3), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE AND BONDING FOR TRACTION AND ASSISTED ERUPTION",3C,Existing
334,SF705T,"TEETH (4 OR MORE) UNERUPTED/ PARTIALLY ERUPTED/ IMPACTED, SURGICAL EXPOSURE AND BONDING FOR
TRACTION AND ASSISTED ERUPTION",4A,Existing
335,SF706T,MIS REPAIR OF ESOPHAGEAL FISTULA AND ESOPHAGEAL ATRESIA,6B,Existing
336,SF707T,"TONGUE, VARIOUS LESIONS (BENIGN CONDITION), EXCISION BIOPSY <3CM",1B,Existing
337,SF708T,"TOOTH (SINGLE-ROOTED), VARIOUS LESIONS, PERI- RADICULAR SURGERY",2C,Existing
338,SF723T,"TONGUE, TRANSORAL RESECTION OF TONGUE BASE MUSCLE WITH OR WITHOUT LINGUAL TONSIL EXCISION",4C,Existing
339,SF800T,"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",3C,Existing
340,SF801T,"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)",3B,Existing
341,SF802T,"TEETH (4 OR MORE), IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",4B,Existing
342,SF803T,"TEETH (4 OR MORE), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)",4A,Existing
343,SF804T,"TONGUE, TONGUE TIE, RELEASE",1A,Existing
344,SF805T,"TONGUE, TONGUE TIE, REVISION",1B,Existing
345,SF806T,"TONGUE, TUMOR, GLOSSECTOMY WITH RADICAL NECK
DISSECTION",6B,Existing
346,SF807T,"TONGUE, TUMOR, HEMI-GLOSSECTOMY",4A,Existing
347,SF808T,"TONGUE, TUMOR, TOTAL GLOSSECTOMY",4A,Existing
348,SF809T,"TONGUE, VARIOUS LESIONS, PARTIAL EXCISION",3A,Existing
349,SF810T,"TOOTH (DEEP, I.E. COMPLETELY BURIED IN BONE), EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",3A,Existing
350,SF811T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH INCISION OF
OVERLYING SOFT TISSUE AND REMOVAL OF TOOTH",MSP,Existing
351,SF812T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)",1B,Existing
352,SF813T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",2C,Existing
353,SF814T,"TOOTH, DISLOCATION, REIMPLANTATION AND TRANSPLANTATION",3A,Existing
354,SF815T,"TOOTH, FRACTURE/DISLOCATION, REMOVAL OF ARCH BAR/DENTAL CAP SPLINT",MSP,Existing
355,SF816T,"TOOTH, SIMPLE UNERUPTED/PARTIALLY
ERUPTED/IMPACTED/FRACTURED, REMOVAL OF MULTIPLE ROOTS",2C,Existing
356,SF817T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED,
EXCISION WITH RELEASE OF NEUROVASCULAR BUNDLE",4A,Existing
357,SF818T,"TOOTH (MULTIPLE-ROOTED OR MORE THAN 1 TOOTH), VARIOUS LESIONS, PERI-RADICULAR SURGERY",3A,Existing
1,SG700B,"BLADDER, CYSTOSCOPIC INTRADETRUSOR INJECTION
OF BOTULINUM",2C,Existing
2,SG701B,"BLADDER/URETER, LYMPHOLYSIS FOR CHYLURIA, MIS",4A,Existing
3,SG702B,"BLADDER, DIVERTICULUM, MIS EXCISION",4A,Existing
4,SG703B,"BLADDER, VARIOUS LESIONS, IMAGE GUIDED SUPRAPUBIC CYSTOSTOMY",1C,Existing
5,SG704B,"BLADDER, URACHAL FISTULA, MIS  EXCISION",4A,Existing
6,SG705B,"BLADDER, VARIOUS LESIONS, CATHETERISATION",MSP,Existing
7,SG706B,"BLADDER, VARIOUS LESIONS, MIS PARTIAL EXCISION",4A,Existing
8,SG707B,"BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY + CREATION OF ILEAL NEOBLADDER",6C,Existing
9,SG708B,"BLADDER, CYSTOSCOPY, EXTERNAL SPHINCTEROTOMY FOR NEUROGENIC BLADDER NECK OBSTRUCTION",2C,Existing
10,SG709B,"BLADDER, CYSTOSCOPY, REMOVAL OF FOREIGN BODY/URETERIC STENT",2B,Uptable
11,SG710B,"BLADDER, CYSTOSCOPY, WITH CONTROLLED HYDRODILATATION OF THE BLADDER",1B,Existing
12,SG711B,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC REMOVAL/MANIPULATION OF URETERIC CALCULUS",3B,Existing
13,SG712B,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC RESECTION/INCISION OF BLADDER NECK",3B,Existing
14,SG713B,"BLADDER, CYSTOSCOPY, WITH OR WITHOUT BIOPSY",1B,Existing
15,SG714B,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (<3CM)",4A,Existing
16,SG715B,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF
BLADDER TUMOUR (>3CM)",4B,Existing
17,SG716B,"BLADDER/URETER, CYSTOSCOPY, WITH URETERIC CATHETERISATION",1C,Existing
18,SG717B,"BLADDER, CYSTOSCOPY, WITH URETERIC
MEATOTOMY/WITH RESECTION OF URETEROCELE",3B,Existing
19,SG718B,"BLADDER/URETHRA, CYSTOSCOPY, WITH URETHRAL DILATATION",1C,Existing
20,SG729B,"BLADDER, STANDARD URODYNAMICS STUDY, SIMPLE (WITHOUT VIDEO)",1C,Existing
21,SG730B,"BLADDER, STANDARD URODYNAMICS STUDY, COMPLEX (WITH VIDEO)",2A,Existing
22,SG800B,"BLADDER, BLADDER NECK CONTRACTURE, (ACQUIRED/CONGENITAL), WEDGE EXCISION",3B,Existing
23,SG802B,"BLADDER, CALCULUS, VESICOLITHOTOMY/LITHOLAPAXY/ULTRASONIC LITHOTRIPSY",2C,Existing
24,SG803B,"BLADDER, CUTANEOUS FISTULA, CLOSURE",2C,Existing
25,SG804B,"BLADDER, DIVERTICULUM, OPEN EXCISION",3B,Existing
26,SG805B,"BLADDER, ECTOPIA VESICAE/ECTOPIA CLOACAE WITH CONGENITAL INCONTINENCE, SPHINCTER
RECONSTRUCTION",7B,Existing
27,SG806B,"BLADDER, INCONTINENCE, CORRECTION, ABDOMINAL APPROACH",5A,Existing
28,SG807B,"BLADDER, MILD STRESS INCONTINENCE, CYCTOSCOPIC
INJECTION OF COLLAGEN",3B,Existing
29,SG808B,"BLADDER, RETENTION OF URINE, SUPRAPUBIC CYSTOSTOMY",1B,Existing
30,SG809B,"BLADDER, TUMOR, ANTERIOR EXENTERATION (FEMALE)",6B,Existing
31,SG810B,"BLADDER, URACHAL FISTULA, OPEN EXCISION",3B,Existing
32,SG811B,"BLADDER, VARIOUS LESION, ASPIRATION",MSP,Existing
33,SG812B,"BLADDER, VARIOUS LESIONS, ENLARGEMENT
CYSTOPLASTY WITH BOWEL",6B,Existing
34,SG813B,"BLADDER, VARIOUS LESIONS, OPEN PARTIAL EXCISION",3B,Existing
35,SG814B,"BLADDER, VARIOUS LESIONS, TOTAL CYSTECTOMY WITH ILEAL CONDUIT",6B,Existing
36,SG815B,"BLADDER, VESICO-INTESTINAL FISTULA, CLOSURE",5C,Existing
37,SG816B,"BLADDER, VESICO-VAGINAL FISTULA, CORRECTION",5C,Existing
38,SG817B,"BLADDER, VESICO-VAGINAL FISTULA, CLOSURE BY ABDOMINAL ROUTE",5C,Existing
39,SG818B,"BLADDER, VESICOSTOMY",3A,Existing
40,SG819B,"BLADDER, VARIOUS LESIONS, REPAIR, SIMPLE (DEFECT< 3CM)",3B,New
41,SG820B,"BLADDER, VARIOUS LESIONS, REPAIR, COMPLICATED (E.G. DEFECT >3CM OR TRIGONE INVOLVEMENT, BLADDER RECONSTRUCTION)",4A,New
42,SG821B,"BLADDER/PROSTATE, VARIOUS LESIONS, HAEMOSTASIS/CLOT EVACUATION/CYSTODIATHERMY",2C,New
43,SG700K,"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY, MIS",6A,Existing
44,SG701K,"KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE/CATHETER
ADJUSTMENT",1A,Existing
45,SG702K,"KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS
ALCOHOL ABLATION",2B,Existing
46,SG703K,"KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS ASPIRATION",2A,Existing
47,SG704K,"KIDNEY, CYST, MARSUPIALISATION, MIS",4A,Existing
48,SG705K,"KIDNEY TRANSPLANT, DONATION (CADAVERIC DONOR)",5A,Existing
49,SG706K,"KIDNEY TRANSPLANT, DONATION (LIVE DONOR)",5C,"Descriptor
change"
50,SG731K,"KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY (OPEN/MIS) WITH IVC THROMBECTOMY",6A,New
51,SG708K,"KIDNEY TRANSPLANT, RECIPIENT",6C,Existing
52,SG709K,"KIDNEY, CALCULUS, PERCUTANEOUS NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)",5A,Uptable
53,SG711K,"KIDNEY, HYDRONEPHROSIS, PERCUTANEOUS NEPHROSTOMY AND DRAINAGE CATHETER INSERTION (PCN AND DRAINAGE)",2B,Existing
54,SG712K,"KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE",2C,Existing
55,SG713K,"KIDNEY, RENAL ABSCESS/PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION",2A,Existing
56,SG714K,"KIDNEY, STONES, IMAGING GUIDED PERCUTANEOUS
RENAL STONES REMOVAL",3B,Existing
57,SG715K,"KIDNEY, TUMOUR, MIS GUIDED PERCUTANEOUS LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY ETC)",4A,Existing
58,SG716K,"KIDNEY, VARIOUS LESIONS, CHECK NEPHROSTOGRAM",1A,Existing
59,SG717K,"KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (RENAL PARENCHYMA, NON
DIRECTED)",1C,Existing
60,SG718K,"KIDNEY, VARIOUS LESIONS, PERCUTANEOUS
ANTEGRADE NEPHROSTOGRAPHY (PCN)",1C,Existing
61,SG719K,"KIDNEY, VARIOUS LESIONS, IMAGING GUIDED
PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)",2A,Existing
62,SG720K,"KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, LAPARASCOPIC",6A,Existing
63,SG721K,"KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, OPEN",5C,Existing
64,SG722K,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC",4C,Existing
65,SG723K,"KIDNEY/URETER, ENDOPYELOTOMY (PERCUTANEOUS)",4B,Existing
66,SG725K,"KIDNEY/URETER, PYELOPLASTY, UNILATERAL",5A,Descriptor change
67,SG726K,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (DIAGNOSTIC)",2C,Existing
68,SG727K,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC – EG LITHOTRIPSY AND/OR BASKET
EXTRACTION OF STONES < 1CM)",4B,Uptable Descriptor change
69,SG728K,"KIDNEY TRANSPLANT, RECIPIENT, DUAL KIDNEY
TRANSPLANT (MARGINAL DONOR)",7A,Existing
70,SG729K,"KIDNEY, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION,  (RADIOFREQUENCY, MICROWAVE, CRYOTHERAPY, ETHANOL)",3C,Descriptor change
71,SG730K,"KIDNEY/URETER, RETROGRADE INTRARENAL SURGERY OR RIRS USING FLEXIBLE URETEROSCOPY (THERAPEUTIC – EG LITHOTRIPSY, AND/OR BASKET EXTRACTION OF STONES >1CM)",4C,New
72,SG800K,"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY OPEN",5C,Existing
73,SG801K,"KIDNEY, BLOCKED NEPHROSTOMY TUBE, CHANGE",1A,Existing
74,SG802K,"KIDNEY, CALCULUS, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL)",4B,Existing
75,SG803K,"KIDNEY, CALCULUS, NEPHROLITHOTOMY/PYELOLITHOTOMY",4B,Existing
76,SG804K,"KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY WITHOUT IVC THROMBECTOMY",5C,Descriptor change
77,SG805K,"KIDNEY, CYST, EXCISION",3A,Existing
78,SG806K,"KIDNEY, INJURY, REPAIR",5C,Existing
79,SG807K,"KIDNEY, NEPHROPTOSIS, NEPHROPEXY",3B,Existing
80,SG808K,"KIDNEY, PELVI-URETERIC JUNCTION OBSTRUCTION,
OPEN PYELOPLASTY/URETEROCALYCOSTOMY",5C,Existing
81,SG809K,"KIDNEY, PERINEPHRIC ABSCESS, DRAINAGE (OPEN)",3B,Existing
82,SG810K,"KIDNEY, PYONEPHROSIS, DRAINAGE (OPEN)",3B,Existing
83,SG811K,"KIDNEY, PYONEPHROSIS, NEPHROSTOMY/PYELOSTOMY (OPEN)",3B,Existing
84,SG812K,"KIDNEY, STAGHORN CALCULUS, NEPHROLITHOTOMY OR
PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL)",5C,Existing
85,SG813K,"KIDNEY, VARIOUS LESIONS, BIOPSY (CLOSED)",1B,Existing
86,SG814K,"KIDNEY, VARIOUS LESIONS, BIOPSY (OPEN)",3A,Existing
87,SG815K,"KIDNEY, VARIOUS LESIONS, EXPLORATION",3A,Existing
88,SG816K,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, OPEN",4B,Existing
89,SG700U,"URETER, CYSTOSCOPY AND INSERTION OF DOUBLE J
STENT",2C,Existing
90,SG701U,"URETER, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY
(ESWL) FOR URETERIC STONE",4A,Existing
91,SG703U,"URETHRA, MID-URETHRAL SLINGS",3A,Existing
92,SG704U,"URETER, STRICTURE, PERCUTANEOUS ANTEGRADE BALLOON DILATATION",2B,Existing
93,SG705U,"URETHRA, SUBSTITUTION URETHROPLASTY, FLAP OR GRAFT",5C,Existing
94,SG706U,"URETER, VARIOUS LESIONS, REIMPLANTATION, BILATERAL",5A,Existing
95,SG707U,"URETER, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE INSERTION OF DOUBLE J STENT",2C,Existing
96,SG709U,"URETER, URETEROSCOPY",2C,Existing
97,SG711U,"URETHRA, EXCISION OF URETHRAL DIVERTICULUM",4A,Existing
98,SG712U,"URETHRA, URETHROSCOPY, WITH RELATED PROCEDURES",1B,Existing
99,SG800U,"URETER, CALCULUS, URETEROSCOPY AND LITHOTRIPSY",4A,Descriptor change
100,SG801U,"URETER, CALCULUS, URETEROLITHOTOMY",4A,Existing
101,SG802U,"URETER, CUTANEOUS URETEROSTOMY, CLOSURE",2C,Existing
102,SG803U,"URETER, PREVIOUS DIVERSION, REVISION",6A,Existing
103,SG804U,"URETER, VARIOUS LESIONS, BOARI FLAP REIMPLANTATION",5C,Existing
104,SG805U,"URETER, VARIOUS LESIONS, INTESTINAL CONDUIT",5C,Existing
105,SG806U,"URETER, VARIOUS LESIONS, REDUCTION URETEROPLASTY",5C,Existing
106,SG807U,"URETER, VARIOUS LESIONS,  REIMPLANTATION, UNILATERAL",4A,Existing
107,SG808U,"URETER, VARIOUS LESIONS, REPAIR",4A,Existing
108,SG809U,"URETER, VARIOUS LESIONS, REPLACEMENT BY BOWEL",5C,Existing
109,SG810U,"URETER, VARIOUS LESIONS, URETEROCALYCOSTOMY",5C,Existing
110,SG811U,"URETER, VARIOUS LESIONS, URETEROSTOMY",3C,Existing
111,SG812U,"URETER, VARIOUS LESIONS, URETEROTOMY/INSERTION
OF DOUBLE J STENT",3B,Existing
112,SG813U,"URETER, VARIOUS LESIONS, URETEROURETEROSTOMY",4B,Existing
113,SG814U,"URETHRA , EXCISION OF URETHRAL DIVERTICULUM",3B,Existing
114,SG815U,"URETHRA, FISTULA, CLOSURE",2C,Existing
115,SG816U,"URETHRA, INJURY, REPAIR/URETHROPLASTY OF ANTERIOR URETHRA",4A,Existing
116,SG817U,"URETHRA, MEATAL STENOSIS, MEATOTOMY",1B,Existing
117,SG818U,"URETHRA, PROLAPSE, EXCISION",1B,Existing
118,SG820U,"URETHRA, STRICTURE, URETHRAL WALL STENTING",2C,Existing
119,SG821U,"URETHRA, STRICTURE, URETHROTOMY",2C,Existing
120,SG822U,"URETHRA, URETHRO-RECTAL FISTULA, CLOSURE",4B,Existing
121,SG823U,"URETHRA, VALVES/MEMBRANE, RESECTION
(ENDOSCOPIC)",3B,Existing
122,SG824U,"URETHRA, VALVES/MEMBRANE, RESECTION (OPEN)",4A,Existing
123,SG825U,"URETHRA, VARIOUS LESIONS, ANTERIOR URETHROPLASTY",4B,Existing
124,SG826U,"URETHRA, VARIOUS LESIONS, EXCISION",3B,Existing
125,SG827U,"URETHRA, VARIOUS LESIONS, POSTERIOR URETHROPLASTY",5C,Existing
126,SG828U,"URETHRA, VARIOUS LESIONS, STAGED URETHROPLASTY (EACH STAGE)",3B,Existing
127,SG829U,"URETHRA, VARIOUS LESIONS, TRANSPUBIC URETHROPLASTY",5A,Existing
128,SG830U,"URETHRA, VARIOUS LESIONS, URETHROPEXY",3A,Existing
129,SG831U,"URETHRA, VARIOUS LESIONS, URETHROTOMY",2C,Existing
130,SG832U,"URETER, CALCULUS, URETEROLITHOTOMY (MIS)",4B,Existing
1,SH700G,"GENITAL TRACT, VARIOUS LESIONS,
HYSTEROSALPINGOGRAPHY",,Existing
2,SH706M,"MALE GENITALIA, ELECTROEJECULATION",,Existing
3,SH800M,"MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT (MALE TO FEMALE)",,Existing
4,SH801M,"MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT WITH MAMMOPLASTY (MALE TO FEMALE)",,Existing
5,SH700P,"PENIS, GLANULAR HYPOSPADIAS, MEATOPLASTY AND CIRCUMCISION",,Existing
6,SH701P,"PENIS, PARAPHIMOSIS/PHIMOSIS, REDUCTION",,Existing
7,SH702P,"PENIS, PEYRONIE'S DISEASE, INCISION AND GRAFTING",,Existing
8,SH703P,"PENIS, REMOVAL OF ""PENILE"" IMPLANT",,Existing
9,SH704P,"PENIS, TUMOR, AMPUTATION (PARTIAL) + BILATERAL RADICAL LN DISSECTION",,Existing
10,SH705P,"PROSTATE GLAND, PROSTATE IMRT (INTENSITY MODULATED RADIATION THERAPY) GOLD SEEDS INSERTION",,Existing
11,SH706P,"PROSTATE GLAND, LASER VAPORISATION OF PROSTATE",,Existing
12,SH800P,"PENIS, EPISPADIAS, REPAIR INVOLVING BLADDER NECK CLOSURE",,Existing
13,SH801P,"PENIS, EPISPADIAS, REPAIR NOT INVOLVING
SPHINCTER (EACH STAGE)",,Existing
14,SH802P,"PENIS, CORRECTION OF CHORDEE",,Descriptor change
15,SH803P,"PENIS, CORRECTION OF CHORDEE WITH
TRANSPLANTATION OF PREPUCE",,"Descriptor
change"
16,SH804P,"PENIS, HYPOSPADIAS, MEATOTOMY & HEMICIRCUMCISION",,Existing
17,SH805P,"PENIS, HYPOSPADIAS, SECONDARY CORRECTION",,Existing
18,SH806P,"PENIS, HYPOSPADIAS, URETHRAL RECONSTRUCTION",,Existing
19,SH807P,"PENIS, HYPOSPADIAS, URETHRAL RECONSTRUCTION & CORRECTION OF CHORDEE",,Existing
20,SH808P,"PENIS, PARAPHIMOSIS/PHIMOSIS/REDUCTION PREPUCE, CIRCUMCISION",,Existing
21,SH809P,"PENIS, PENILE WARTS, LASER VAPORISATION",,Existing
22,SH810P,"PENIS, PEYRONIE'S DISEASE, OPERATION",,Existing
23,SH811P,"PENIS, PRIAPISM, DECOMPRESSION (SHUNT OP)",,Existing
24,SH812P,"PENIS, PRIAPISM, DECOMPRESSION (SINGLE)",,Existing
25,SH813P,"PENIS, SEX REASSIGNMENT (FEMALE TO MALE), IMPLANTATION OF PENILE PROSTHESIS",,Existing
26,SH814P,"PENIS, TRAUMA (AMPUTATION), MICROVASCULAR REATTACHMENT",,Existing
27,SH815P,"PENIS, TRAUMA, RECONSTRUCTION (1ST STAGE)",,Existing
28,SH816P,"PENIS, TRAUMA, RECONSTRUCTION (2ND STAGE)",,Existing
29,SH817P,"PENIS, TRAUMA, REPAIR OF AVULSION",,Existing
30,SH818P,"PENIS, TRAUMA, REPAIR OF LACERATION/FRACTURE INVOLVING CAVERNOUS TISSUE",,Existing
