S/N,Code,Description,Table,Classification,Cleaned_Description,X,Y,Cluster
95,SA731S,"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER/SCAR, REMOVAL OF 3 OR MORE RECURRENT OR COMPLICATED (ADHERENT), TOTAL TISSUE SIZE UP TO 20MM IN DIAMETER, EXCISION",2C,New,skin subcutaneous tissue tumorcystulcerscar removal 3 recurrent complicated adherent total tissue size 20mm diameter excision,12.827906,-20.40134,0
47,SI702O,"OVARY, MALIGNANT TUMOR/CYST, STAGING LAPAROTOMY, AS THE ONLY PROCEDURE",3C,Existing,ovary malignant tumorcyst staging laparotomy procedure,-39.198315,-6.072145,0
34,SA820B,"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (BILATERAL)",3A,Existing,breast post prosthetic contraction capsulotomy bilateral,-2.6417408,-21.14482,0
164,SK741S,"SPINE, REPLACEMENT OF SPINAL CORD STIMULATOR, ELECTRICAL GENERATOR",3B,Existing,spine replacement spinal cord stimulator electrical generator,-69.13406,-21.632294,0
124,SL806L,"LENS, CATARACT (JUVENILE), REMOVAL AND NEEDLINGS",3B,Existing,lens cataract juvenile removal needlings,41.450253,-45.77718,0
249,SB715J,"JOINTS (UPPER LIMB, SHOULDER), SEPTIC ARTHRITIS/EFFUSION, SIMPLE DRAINAGE",3A,Existing,joint upper limb shoulder septic arthritiseffusion simple drainage,-8.751322,-22.911947,0
35,SG814B,"BLADDER, VARIOUS LESIONS, TOTAL CYSTECTOMY WITH ILEAL CONDUIT",6B,Existing,bladder various lesion total cystectomy ileal conduit,-11.029859,10.486788,0
517,SB831T,"TOES, VARIOUS LESIONS, ARTHRODESIS",2C,Existing,toe various lesion arthrodesis,40.185673,59.028103,0
89,SI726U,"UTERUS/VAGINA, MIS RECONSTRUCTION OF FROZEN PELVIS/LATERAL PELVIC WALL DISSECTION; EXTIRPATION OF RECTOVAGINAL ENDOMETRIOSIS",5C,Existing,uterusvagina mi reconstruction frozen pelvislateral pelvic wall dissection extirpation rectovaginal endometriosis,-4.1264114,18.266045,0
20,SL801C,"CONJUNCTIVA, NAEVUS, REMOVAL",1B,Existing,conjunctiva naevus removal,-0.7261883,50.465767,0
1,SA700B,BOTULINUM TOXIN THERAPY FOR MOVEMENT DISORDERS,MSP,Existing,botulinum toxin therapy movement disorder,0.301112,21.079346,0
41,SK805B,"BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT",4A,Existing,brain hydrocephalus lesion ventriculoatrialventriculoperitoneal shunt,45.97943,-21.763025,0
24,SF801A,"ABDOMINAL CAVITY, ADHESIONS (LIMITED), LYSIS AS PRIMARY PROCEDURE WHERE TIME TAKEN IS LESS THAN 2HOURS",3B,Descriptor change,abdominal cavity adhesion limited lysis primary procedure time taken le 2hours,-60.41556,29.460014,0
31,SF808A,"ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY",3A,Descriptor change,abdominal cavity various lesion exploratory laparotomy,-41.92302,-6.5086603,0
33,SI802F,"FALLOPIAN TUBE, BLOCKED TUBES, PLASTIC REPAIR (MICROSURGERY/MIS)",5C,Existing,fallopian tube blocked tube plastic repair microsurgerymis,39.86794,-25.546001,0
83,SA719S,"SOFT TISSUE (LOWER LIMB), VARIOUS LESIONS, MINOR RELEASE",3A,Existing,soft tissue lower limb various lesion minor release,-37.257915,15.324585,0
47,SG704K,"KIDNEY, CYST, MARSUPIALISATION, MIS",4A,Existing,kidney cyst marsupialisation mi,-5.2531853,22.61279,0
28,SK705B,"BRAIN, EPILEPSY, CRANIOTOMY, COMPLEX (AWAKE CRANIOTOMY)",7A,Existing,brain epilepsy craniotomy complex awake craniotomy,41.573765,19.61808,0
477,SB702T,"TIBIA, TIBIAL PLATEAU, COMMINUTED BICONDYLAR, ORIF",5B,Existing,tibia tibial plateau comminuted bicondylar orif,53.73296,24.297375,0
18,SK717A,"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, COMPLEX",7A,Existing,arterycarotid arterioocclusive lesion external carotid internal carotid bypass complex,24.977669,-21.638699,0
147,SK722S,"SKULL, CHIARI MALFORMATION/SYRINGOMYELIA, POSTERIOR FOSSA DECOMPRESSION WITH DURAPLASTY",7A,Existing,skull chiari malformationsyringomyelia posterior fossa decompression duraplasty,-14.828458,25.793465,0
14,SE713L,"LYMPH NODE, VARIOUS LESIONS, BIOPSY",1B,Existing,lymph node various lesion biopsy,-35.873665,-44.53851,0
26,SG805B,"BLADDER, ECTOPIA VESICAE/ECTOPIA CLOACAE WITH CONGENITAL INCONTINENCE, SPHINCTER RECONSTRUCTION",7B,Existing,bladder ectopia vesicaeectopia cloaca congenital incontinence sphincter reconstruction,-42.88847,51.138382,0
15,SC802D,"DIAPHRAGM, VARIOUS LESIONS, PLICATION",3C,New,diaphragm various lesion plication,-2.367541,1.9207239,0
18,SI809C,"CERVIX, TEAR, REPAIR UNDER ANESTHESIA",1C,Existing,cervix tear repair anesthesia,-14.518721,-30.949108,0
110,SI823U,"UTERUS, INVERSION, REPOSITIONING",3C,Existing,uterus inversion repositioning,7.456672,-4.264998,0
318,SB804L,"LOWER LIMB, FRACTURES/DISLOCATION, MANIPULATION AND REDUCTION WITH/WITHOUT APPLICATION OF CAST",1B,Existing,lower limb fracturesdislocation manipulation reduction withwithout application cast,27.30567,15.7280855,0
2,SL802A,"ANTERIOR CHAMBER, VARIOUS LESIONS, VITREOUS REMOVAL",3B,Existing,anterior chamber various lesion vitreous removal,5.363997,-14.074426,0
205,SB816H,"HAND, SCAR, REVISION",2C,Existing,hand scar revision,41.104904,-0.7176156,0
185,SB728H,"HUMERUS, DELAYED/NON-UNION, RECONSTRUCTION WITH BONE GRAFTING WITHOUT INTERNAL FIXATION",4B,Existing,humerus delayednonunion reconstruction bone grafting without internal fixation,-10.39942,50.43022,0
135,SI703V,"VAGINA, ABDOMINAL SACROCOLPOPEXY + PARAVAGINAL DEFECT REPAIR/BURCH COLPOSUSPENSION + POSTERIOR REPAIR",5C,"Uptable, Descriptor change,",vagina abdominal sacrocolpopexy paravaginal defect repairburch colposuspension posterior repair,-19.798153,35.51018,0
5,SJ801P,"PARATHYROID, VARIOUS LESIONS, RE EXPLORATION",6B,Existing,parathyroid various lesion exploration,35.203846,1.535396,0
105,SA809S,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FULL THICKNESS GRAFT",4A,Existing,skin subcutaneous tissue burn excision major full thickness graft,49.741234,49.476852,0
42,SM829E,"EAR, VARIOUS LESIONS, MYRINGOPLASTY (POST- AURAL/ENDAURAL APPROACH)",4A,Existing,ear various lesion myringoplasty post auralendaural approach,-24.040512,-40.689766,0
489,SB803T,"TENDON (UPPER LIMB), VARIOUS LESIONS, TENDON TRANSFER (SINGLE)",4A,Existing,tendon upper limb various lesion tendon transfer single,-48.082035,18.449316,0
149,SI719V,"VULVA, MALIGNANT CONDITION, RADICAL WIDE LOCAL EXCISION",3C,Descriptor change,vulva malignant condition radical wide local excision,-40.314327,36.270737,0
71,SC820T,"THORAX, VARIOUS LESIONS, CHEST TOILET/ IRRIGATION/ DELAYED CLOSURE",1C,New,thorax various lesion chest toilet irrigation delayed closure,5.2520447,-16.912786,0
163,SF800G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTOSTOMY",3B,Descriptor change,gallbladder various lesion cholecystostomy,20.900227,4.428189,0
63,SA704R,"RADIOTHERAPY, INTRACAVITARY BRACHYTHERAPY (SINGLE CHANNEL): ENDOMETRIUM, OTHERS",2A,Existing,radiotherapy intracavitary brachytherapy single channel endometrium others,30.26465,12.650797,0
228,SF800M,"MOUTH, ABSCESS (DEEP), DRAINAGE OF 1 SPACE (INCLUDES SUBMASSETERIC, SUBMANDIBULAR, TEMPORAL, AND PTERYGOMANDIBULAR SPACES)",2B,Descriptor change,mouth abscess deep drainage 1 space includes submasseteric submandibular temporal pterygomandibular space,-35.48504,-20.043161,0
26,SD725A,"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM OF MULTIPLE VESSELS",3A,Existing,artery various lesion diagnostic angiogram multiple vessel,1.0222634,-4.0498943,0
9,SK708A,"ARTERY, INTRACRANIAL, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS/THROMBECTOMY",6B,Existing,artery intracranial thrombosis percutaneous catheter directed thrombolysisthrombectomy,-9.852711,-54.39072,0
185,SF703L,"LIVER, ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION",2A,Existing,liver abscess imaging guided percutaneous aspiration,4.9807057,28.017292,0
24,SB709B,"BONE, VARIOUS LESIONS, OPEN BIOPSY, CEMENTING/PLATE FIXATION",1B,Existing,bone various lesion open biopsy cementingplate fixation,-0.08380195,5.8346376,0
146,SA850S,"SKIN AND SUBCUTANEOUS TISSUE, SINUS (DEEP>3CM), EXCISION WITH/WITHOUT BIOPSY",2B,Existing,skin subcutaneous tissue sinus deep3cm excision withwithout biopsy,27.45553,-3.5682383,0
11,SF712A,"ANAL INCONTINENCE, COMPLEX PROCEDURES INCLUDING MUSCLE TRANSPOSITION",5C,Existing,anal incontinence complex procedure including muscle transposition,-52.865078,-13.321884,0
174,SB717H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), NON-JOINT",3B,Existing,hand open fracture debridement orif single nonjoint,-22.880392,13.645776,0
107,SK743N,"NEUROSTIMULATOR, REVISION/REPLACEMENT OF IMPLANTABLE PULSE GENERATOR (DOES NOT INVOLVE TUNNELING)",3B,Existing,neurostimulator revisionreplacement implantable pulse generator involve tunneling,3.7475834,-9.95828,0
65,SF845A,"ANUS, TUMOR, ABDOMINO-PERINEAL RESECTION",6B,Descriptor change,anus tumor abdominoperineal resection,-13.307056,1.6908853,0
50,SM837E,"EAR, VARIOUS LESIONS, MIDDLE FOSSA EXTRA-DURAL APPROACH TO TEMPORAL BONE WITH/WITHOUT TRANSMASTOID APPROACH COMBINED ACCESS",6B,Existing,ear various lesion middle fossa extradural approach temporal bone withwithout transmastoid approach combined access,-16.62692,-11.561576,0
8,SL819B,"BIOPSY: CORNEAL, LIMBAL, ORAL, CONJUNCTIVA",1B,Existing,biopsy corneal limbal oral conjunctiva,-8.738565,-42.733192,0
197,SF802L,"LIP, VARIOUS LESIONS, RECONSTRUCTION USING FULL THICKNESS FLAP",5C,Existing,lip various lesion reconstruction using full thickness flap,51.438835,51.886044,0
188,SF706L,"LIVER, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",3C,Existing,liver tumour imaging guided percutaneous local ablation simple radiofrequency cryotherapy microwave laser alcohol etc,63.93415,7.8859987,0
76,SL821E,"EYELIDS, ECTROPION, RETROPUNCTAL CAUTERY",MSP,Existing,eyelid ectropion retropunctal cautery,26.635847,-33.270416,0
158,SL702R,"RETINA, ROP (RETINOPATHY OF PREMATURITY) LASER PHOTOCOAGULATION",3C,Existing,retina rop retinopathy prematurity laser photocoagulation,-18.173569,-25.82643,0
10,SA710B,"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY, ULTRASOUND GUIDED OR STEREOTACTIC (SINGLE)",1B,Existing,breast various lesion trucut biopsy ultrasound guided stereotactic single,6.177596,21.871649,0
250,SB716J,"JOINTS (UPPER LIMB), VASCULAR INJURY, MAJOR VASCULAR RECONSTRUCTION/ANASTOMOSIS/GRAFT",5A,Existing,joint upper limb vascular injury major vascular reconstructionanastomosisgraft,-6.1746707,-31.02944,0
509,SB823T,"THUMB, DEFORMITIES, CORRECTION",4A,Existing,thumb deformity correction,-35.45315,8.548562,0
56,SB828B,"BONE (UPPER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION WITH RECONSTRUCTION/INTERNAL FIXATION",6B,Existing,bone upper limb tumor malignant radical excision reconstructioninternal fixation,-14.779652,-69.328636,0
56,SD814A,"ARTERY (TRUNK), EMBOLISM, EMBOLECTOMY",4A,Existing,artery trunk embolism embolectomy,0.9158757,1.0995363,0
53,SH804S,"SPERMATIC CORD, VARIOUS LESIONS, EPIDIDYMECTOMY",2A,Existing,spermatic cord various lesion epididymectomy,-62.763905,-24.07421,0
190,SB801H,"HAND, CLOSED FRACTURE/DISLOCATION, OPEN REDUCTION AND FIXATION (SINGLE)",2C,Existing,hand closed fracturedislocation open reduction fixation single,30.071003,37.904434,0
158,SI807V,"VAGINA, INCARCERATED PESSARY, REMOVAL",2B,Existing,vagina incarcerated pessary removal,-19.07985,32.45363,0
53,SM700I,INFERIOR TURBINATE REDUCTION (SUBMUCOUS DIATHERMY/RADIOFREQUENCY),1C,Existing,inferior turbinate reduction submucous diathermyradiofrequency,23.221357,-11.623811,0
17,SH805P,"PENIS, HYPOSPADIAS, SECONDARY CORRECTION",2C,Existing,penis hypospadias secondary correction,-21.57758,-0.523436,0
82,SD706B,"BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, INSERTION",2C,Existing,blood vessel subcutaneous implanted vascular port insertion,-6.788766,-32.668793,0
98,SD714H,"HEART, PRIMARY PERCUTANEOUS CORONARY INTERVENTION (PCI) FOR ST-ELEVATION MYOCARDIAL INFARCTION",4B,Descriptor change,heart primary percutaneous coronary intervention pci stelevation myocardial infarction,44.109722,-34.165592,0
552,SB713W,"WRIST, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change,wrist various lesion primary total joint arthroplasty augmentation requiring extra implant bone graft,54.1246,-49.60421,-1
154,SI803V,"VAGINA, ENTEROCOELE, REPAIR + VAGINAL VAULT SUSPENSION (ABDOMINAL)",5A,"Descriptor
change",vagina enterocoele repair vaginal vault suspension abdominal,-24.04751,36.714275,0
261,SB807J,"JOINTS (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH OSTEOTOMY ALONE",4A,Existing,joint lower limb deformity corrective surgery osteotomy alone,-12.671862,56.073627,0
95,SI801U,"URETHRA, STENOSIS, DILATATION",1A,Existing,urethra stenosis dilatation,20.469603,25.08965,0
147,SF808E,"ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY EG. APC-FULGARISATION OF TUMOR",3A,Existing,esophagusstomach gastroscopy therapy eg apcfulgarisation tumor,0.52041185,21.986605,0
91,SF718B,"BOWELS, ENDOSCOPIC ULTRASOUND WITHOUT FINE NEEDLE ASPIRATION",2C,Existing,bowel endoscopic ultrasound without fine needle aspiration,9.590547,21.27451,0
132,SD813H,"HEART, CORONARY ARTERY BYPASS GRAFT AND VALVE SURGERY",7C,Existing,heart coronary artery bypass graft valve surgery,-51.22964,-19.025585,0
302,SB717K,"KNEE, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT",6C,Descriptor change,knee various lesion revision total joint replacement,-26.636896,-23.698557,0
540,SB701W,"WRIST, AVASCULAR NECROSIS, RADIAL RECESSION/ULNAR LENGTHENING,",4C,Existing,wrist avascular necrosis radial recessionulnar lengthening,8.567406,-15.668634,0
41,SA827B,"BREAST, TUMOR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY WITH SENTINEL NODE BIOPSY/ AXILLARY NODE SAMPLING",4C,Descriptor change,breast tumor malignant various lesion simple mastectomy sentinel node biopsy axillary node sampling,15.83926,-47.15305,0
42,SD800A,"AORTA, ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",6B,Existing,aorta abdominal aortic aneurysm excision insertion graft,-22.854868,-53.6554,0
532,SB804U,"UPPER LIMB, TRAUMA, MAJOR REPLANTATION",7B,Existing,upper limb trauma major replantation,-46.105476,9.548191,0
340,SB712M,"MAXILLA, VARIOUS LESIONS, RESECTION WITH RECONSTRUCTION",6B,Existing,maxilla various lesion resection reconstruction,1.1502671,10.0447,0
124,SF807C,"COLON, COLONOSCOPY WITH ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD) OF LARGE POLYPS (>3CM)",4A,Existing,colon colonoscopy endoscopic submucosal dissection esd large polyp 3cm,31.392603,-37.82406,0
262,SF707P,"PANCREAS, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY",2A,Existing,pancreas various lesion imaging guided percutaneous biopsy,2.638244,32.443127,0
498,SB812T,"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)",3A,Existing,tendonextensor upper limb injury repair multiple,-30.236113,20.382177,0
141,SI711V,"VAGINA/RECTUM, RECTO VAGINAL FISTULA, COMPLEX RECTAL/TRANSPERINEAL APPROACH WITH COLOSTOMY",5B,Existing,vaginarectum recto vaginal fistula complex rectaltransperineal approach colostomy,-15.404598,-12.873944,0
65,SK701L,"LUMBAR PLEXUS, BLOCK, CATHETER",1C,Existing,lumbar plexus block catheter,48.66717,31.909136,0
43,SM830E,"EAR, VARIOUS LESIONS, MYRINGOPLASTY (SIMPLE)",3B,Existing,ear various lesion myringoplasty simple,-24.519323,-40.06786,0
294,SF802R,"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTAL MYECTOMY",3B,Existing,rectum hirschsprung disease rectal myectomy,-52.14144,-7.6188197,0
68,SF848A,"APPENDIX, TUMOR, RIGHT HEMICOLECTOMY WITH/WITHOUT ADHESIOLYSIS",5C,Descriptor change,appendix tumor right hemicolectomy withwithout adhesiolysis,21.523664,-35.26407,0
205,SD800Z,ORGAN PROCUREMENT COSTS: HEART,4B,Existing,organ procurement cost heart,-12.342372,-20.38156,0
173,SB716H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), JOINT",4A,Existing,hand open fracture debridement orif single joint,-22.88202,13.622703,0
468,SB807S,"CERVICAL SPINE, CLOSED REDUCTION WITH APPLICATION OF SKULL DEVICES BUT WITHOUT OTHER PROCEDURES",1A,Existing,cervical spine closed reduction application skull device without procedure,-29.97506,-12.568064,0
354,SF815T,"TOOTH, FRACTURE/DISLOCATION, REMOVAL OF ARCH BAR/DENTAL CAP SPLINT",MSP,Existing,tooth fracturedislocation removal arch bardental cap splint,30.841791,39.310413,0
28,SL809C,"CORNEA, MYOPIA, PHOTOTHERAPEUTIC KERATECTOMY/LASER IN-SITU KERATOMILEUSIS",3A,Existing,cornea myopia phototherapeutic keratectomylaser insitu keratomileusis,5.1871943,10.423616,0
158,SB701H,"HAND AND WRIST, RHEUMATOID HAND RECONSTRUCTION INCLUDING MULTIPLE JOINT SYNOVECTOMY, BONE/JOINT PROCEDURES WITH ARTHROPLASTY (MULTIPLE) AND SOFT TISSUE PROCEDURES",6C,Existing,hand wrist rheumatoid hand reconstruction including multiple joint synovectomy bonejoint procedure arthroplasty multiple soft tissue procedure,-24.884638,4.9403872,0
141,SD822H,"HEART, PULMONARY INCOMPETENCE, PULMONARY ARTERY BANDING",4A,Existing,heart pulmonary incompetence pulmonary artery banding,-46.496872,44.024403,0
28,SC702T,"THORAX, EVACUATION OF RETAINED HAEMOTHORAX",4A,Descriptor change,thorax evacuation retained haemothorax,-8.5476885,17.878344,0
536,SB808U,"UPPER LIMB/LOWER LIMB, OPEN/CLOSED REDUCTION AND DEFINITIVE FIXATION WITH RING EXTERNAL FIXATION WITH/WITHOUT WOUND DEBRIDEMENT",5A,New,upper limblower limb openclosed reduction definitive fixation ring external fixation withwithout wound debridement,-58.509495,-13.9143,0
276,SF806P,"PANCREAS, TUMOUR, TRIPLE BYPASS",5C,Existing,pancreas tumour triple bypass,-15.191327,44.966885,0
3,SE702L,"LYMPH NODE (CERVICAL), DEEP, VARIOUS LESIONS, BIOPSY",2C,Existing,lymph node cervical deep various lesion biopsy,-34.9797,-45.419605,0
144,SD825H,"HEART, VARIOUS LESIONS, OPEN HEART SURGERY ON COMBINED SURGERY, TWO PROCEDURES AT ONE SITTING",7B,Existing,heart various lesion open heart surgery combined surgery two procedure one sitting,-5.728891,-8.444279,0
271,SB818J,"JOINTS (OTHER THAN HAND AND WRIST), VARIOUS LESIONS, ARTHRODESIS",5C,Existing,joint hand wrist various lesion arthrodesis,39.243065,60.92558,0
199,SK701V,"VEIN, INTRACRANIAL, VENOUS SAMPLING",3B,Existing,vein intracranial venous sampling,10.817852,-45.8003,0
13,SM712E,"EAR (MIDDLE), MIDDLE EAR IMPLANT SURGERY",5B,Existing,ear middle middle ear implant surgery,-21.901136,-15.189258,0
166,SL804R,"RETINA, TEARS, CRYOTHERAPY OR PHOTOCOAGULATION (LASER) (BILATERAL)",3C,Existing,retina tear cryotherapy photocoagulation laser bilateral,-16.67082,-27.519619,0
319,SF804S,"STOMACH, MORBID OBESITY, REDUCTION AND BYPASS",5C,"Descriptor
change",stomach morbid obesity reduction bypass,33.35282,8.119795,0
102,SG803U,"URETER, PREVIOUS DIVERSION, REVISION",6A,Existing,ureter previous diversion revision,-0.63614476,-28.465757,0
128,SI842U,"UTERUS, VARIOUS LESIONS, CURETTAGE WITH COLPOSCOPY/BIOPSY/DIATHERMY/ CRYOSURGERY/LASER THERAPY OF CERVIX",2C,Existing,uterus various lesion curettage colposcopybiopsydiathermy cryosurgerylaser therapy cervix,1.2328558,20.291525,0
26,SL807C,"CORNEA, LACERATION, CONJUNCTIVAL GRAFT OVER CORNEA",2C,Existing,cornea laceration conjunctival graft cornea,-2.9684503,53.69463,0
115,SG816U,"URETHRA, INJURY, REPAIR/URETHROPLASTY OF ANTERIOR URETHRA",4A,Existing,urethra injury repairurethroplasty anterior urethra,-14.175464,6.0546384,0
251,SF823M,"MOUTH, VARIOUS LESIONS OF ORAL MUCOSA (LARGE/MULTIPLE), CRYOSURGICAL/LASER APPLICATION WITH BIOPSY",3B,Existing,mouth various lesion oral mucosa largemultiple cryosurgicallaser application biopsy,-7.8240256,-41.721634,0
20,SM806E,"EAR, DEFORMITY, COMPOSITE GRAFT",4A,Existing,ear deformity composite graft,-32.540478,8.964113,0
4,SL701B,"BROW, BROWLIFT, ENDOSCOPIC, BILATERAL WITH MID- FACE LIFT",5C,Existing,brow browlift endoscopic bilateral mid face lift,-7.4068117,9.960302,0
348,SF809T,"TONGUE, VARIOUS LESIONS, PARTIAL EXCISION",3A,Existing,tongue various lesion partial excision,-17.504547,16.620607,0
30,SG809B,"BLADDER, TUMOR, ANTERIOR EXENTERATION (FEMALE)",6B,Existing,bladder tumor anterior exenteration female,-57.69188,-34.9549,0
121,SG823U,"URETHRA, VALVES/MEMBRANE, RESECTION (ENDOSCOPIC)",3B,Existing,urethra valvesmembrane resection endoscopic,-10.2286,7.4873667,0
111,SK747N,"NERVE-FACIAL PARALYSIS, FREE MUSCLE FLAP (MICROSURGICAL – STAGE 2)",7B,Existing,nervefacial paralysis free muscle flap microsurgical stage 2,-6.1218557,62.160816,0
173,SF706I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, EXTENSIVE RESECTION WITH ANASTOMOSES, WITH OR WITHOUT STOMA",4C,Descriptor change,intestine small bowel various lesion extensive resection anastomosis without stoma,13.823193,24.698275,0
62,SI702P,"PELVIS, FROZEN/DENSE PELVIC ADHESIONS, CONSERVATIVE RECONSTRUCTION OF OVARIES, TUBES, UTERUS, PELVIC FLOOR",5A,Existing,pelvis frozendense pelvic adhesion conservative reconstruction ovary tube uterus pelvic floor,-9.785414,71.73984,0
175,SF708I,"INTESTINE, SMALL BOWEL, VITELLO-INTESTINAL FISTULA, EXCISION",3A,Existing,intestine small bowel vitellointestinal fistula excision,15.240778,23.691256,0
81,SM804M,"MASTOID, VARIOUS LESIONS, REVISION MASTOIDECTOMY",4B,Existing,mastoid various lesion revision mastoidectomy,-6.2281556,47.26452,0
155,SL701P,PHOTOREFRACTIVE KERATECTOMY/PHOTOTHERAPEUTIC KERATECTOMY (FOR DISEASED EYE),3B,Existing,photorefractive keratectomyphototherapeutic keratectomy diseased eye,7.5322585,-11.080764,0
